dcid,sentence
FreshVegetables,Fresh Vegetables
Lettuce,Lettuce
Tomatoes,Tomatoes
OtherFreshVegetables,Other Fresh Vegetables
ProcessedFruitsAndVegetables,Processed Fruits And Vegetables
CannedFruitsAndVegetables,Canned Fruits And Vegetables
CannedFruits,Canned Fruits
CannedVegetables,Canned Vegetables
FrozenFruitsAndVegetables,Frozen Fruits And Vegetables
FrozenVegetables,Frozen Vegetables
OtherProcessedFruitsAndVegetablesIncludingDried,Other Processed Fruits And Vegetables Including Dried
DriedBeansPeasAndLentils,Dried Beans Peas And Lentils
JuicesAndNonalcoholicDrinks,Juices And Nonalcoholic Drinks
CarbonatedDrinks,Carbonated Drinks
FrozenNoncarbonatedJuicesAndDrinks,Frozen Noncarbonated Juices And Drinks
NonfrozenNoncarbonatedJuicesAndDrinks,Nonfrozen Noncarbonated Juices And Drinks
BeverageMaterialsIncludingCoffeeAndTea,Beverage Materials Including Coffee And Tea
RoastedCoffee,Roasted Coffee
InstantAndFreezeDriedCoffee,Instant And Freeze Dried Coffee
OtherBeverageMaterialsIncludingTea,Other Beverage Materials Including Tea
SugarAndSweets,Sugar And Sweets
SugarAndArtificialSweeteners,Sugar And Artificial Sweeteners
CandyAndChewingGum,Candy And Chewing Gum
OtherSweets,Other Sweets
FatsAndOils,Fats And Oils
ButterAndMargarine,Butter And Margarine
Butter,Butter
Margarine,Margarine
SaladDressing,Salad Dressing
OtherFatsAndOilsIncludingPeanutButter,Other Fats And Oils Including Peanut Butter
PeanutButter,Peanut Butter
OtherFoods,Other Foods
Soups,Soups
FrozenAndFreezeDriedPreparedFoods,Frozen And Freeze Dried Prepared Foods
Snacks,Snacks
SpicesSeasoningsCondimentsSauces,Spices Seasonings Condiments Sauces
SaltAndOtherSeasoningsAndSpices,Salt And Other Seasonings And Spices
OlivesPicklesRelishes,Olives Pickles Relishes
SaucesAndGravies,Sauces And Gravies
OtherCondiments,Other Condiments
BabyFood,Baby Food
OtherMiscellaneousFoods,Other Miscellaneous Foods
PreparedSalads,Prepared Salads
FullServiceMealsAndSnacks,Full Service Meals And Snacks
LimitedServiceMealsAndSnacks,Limited Service Meals And Snacks
FoodAtEmployeeSitesAndSchools,Food At Employee Sites And Schools
FoodAtElementaryAndSecondarySchools,Food At Elementary And Secondary Schools
FoodFromVendingMachinesAndMobileVendors,Food From Vending Machines And Mobile Vendors
OtherFoodAwayFromHome,Other Food Away From Home
FuelOilAndOtherFuels,Fuel Oil And Other Fuels
PropaneKeroseneAndFirewood,Propane Kerosene And Firewood
GasolineUnleadedRegular,Gasoline Unleaded Regular
GasolineUnleadedMidgrade,Gasoline Unleaded Midgrade
GasolineUnleadedPremium,Gasoline Unleaded Premium
OtherMotorFuels,Other Motor Fuels
HouseholdFurnishingsAndSupplies,Household Furnishings And Supplies
WindowAndFloorCoveringsAndOtherLinens,Window And Floor Coverings And Other Linens
FloorCoverings,Floor Coverings
WindowCoverings,Window Coverings
OtherLinens,Other Linens
FurnitureAndBedding,Furniture And Bedding
BedroomFurniture,Bedroom Furniture
LivingRoomKitchenAndDiningRoomFurniture,Living Room Kitchen And Dining Room Furniture
OtherFurniture,Other Furniture
Appliances,Appliances
MajorAppliances,Major Appliances
LaundryEquipment,Laundry Equipment
OtherAppliances,Other Appliances
OtherHouseholdEquipmentAndFurnishings,Other Household Equipment And Furnishings
ClocksLampsAndDecoratorItems,Clocks Lamps And Decorator Items
IndoorPlantsAndFlowers,Indoor Plants And Flowers
DishesAndFlatware,Dishes And Flatware
NonelectricCookwareAndTableware,Nonelectric Cookware And Tableware
ToolsHardwareOutdoorEquipmentAndSupplies,Tools Hardware Outdoor Equipment And Supplies
ToolsHardwareAndSupplies,Tools Hardware And Supplies
OutdoorEquipmentAndSupplies,Outdoor Equipment And Supplies
HousekeepingSupplies,Housekeeping Supplies
HouseholdCleaningProducts,Household Cleaning Products
HouseholdPaperProducts,Household Paper Products
MiscellaneousHouseholdProducts,Miscellaneous Household Products
MensAndBoysApparel,Mens And Boys Apparel
MensApparel,Mens Apparel
MensSuitsSportCoatsAndOuterwear,Mens Suits Sport Coats And Outerwear
MensFurnishings,Mens Furnishings
MensShirtsAndSweaters,Mens Shirts And Sweaters
MensPantsAndShorts,Mens Pants And Shorts
BoysApparel,Boys Apparel
WomensAndGirlsApparel,Womens And Girls Apparel
WomensApparel,Womens Apparel
WomensOuterwear,Womens Outerwear
WomensDresses,Womens Dresses
WomensSuitsAndSeparates,Womens Suits And Separates
WomensUnderwearNightwearSportswearAndAccessories,Womens Underwear Nightwear Sportswear And Accessories
GirlsApparel,Girls Apparel
MensFootwear,Mens Footwear
BoysAndGirlsFootwear,Boys And Girls Footwear
WomensFootwear,Womens Footwear
InfantsAndToddlersApparel,Infants And Toddlers Apparel
JewelryAndWatches,Jewelry And Watches
Watches,Watches
Jewelry,Jewelry
TransportationCommoditiesExceptMotorFuel,Transportation Commodities Except Motor Fuel
NewCarsAndTrucks,New Cars And Trucks
NewCars,New Cars
NewTrucks,New Trucks
MotorVehiclePartsAndEquipment,Motor Vehicle Parts And Equipment
Tires,Tires
VehicleAccessoriesOtherThanTires,Vehicle Accessories Other Than Tires
VehiclePartsAndEquipmentOtherThanTires,Vehicle Parts And Equipment Other Than Tires
MotorOilCoolantAndFluids,Motor Oil Coolant And Fluids
MedicinalDrugs,Medicinal Drugs
NonprescriptionDrugs,Nonprescription Drugs
MedicalEquipmentAndSupplies,Medical Equipment And Supplies
RecreationCommodities,Recreation Commodities
VideoAndAudioProducts,Video And Audio Products
Televisions,Televisions
OtherVideoEquipment,Other Video Equipment
AudioEquipment,Audio Equipment
AudioDiscsTapesAndOtherMedia,Audio Discs Tapes And Other Media
PetsAndPetProducts,Pets And Pet Products
PetFood,Pet Food
PurchaseOfPetsPetSuppliesAccessories,Purchase Of Pets Pet Supplies Accessories
SportingGoods,Sporting Goods
SportsVehiclesIncludingBicycles,Sports Vehicles Including Bicycles
SportsEquipment,Sports Equipment
PhotographicEquipmentAndSupplies,Photographic Equipment And Supplies
FilmAndPhotographicSupplies,Film And Photographic Supplies
PhotographicEquipment,Photographic Equipment
RecreationalReadingMaterials,Recreational Reading Materials
NewspapersAndMagazines,Newspapers And Magazines
RecreationalBooks,Recreational Books
OtherRecreationalGoods,Other Recreational Goods
Toys,Toys
ToysGamesHobbiesAndPlaygroundEquipment,Toys Games Hobbies And Playground Equipment
SewingMachinesFabricAndSupplies,Sewing Machines Fabric And Supplies
MusicInstrumentsAndAccessories,Music Instruments And Accessories
EducationAndCommunicationCommodities,Education And Communication Commodities
EducationalBooksAndSupplies,Educational Books And Supplies
CollegeTextbooks,College Textbooks
InformationTechnologyCommodities,Information Technology Commodities
PersonalComputersAndPeripheralEquipment,Personal Computers And Peripheral Equipment
ComputerSoftwareAndAccessories,Computer Software And Accessories
TelephoneHardwareCalculatorsAndOtherConsumerInformationItems,Telephone Hardware Calculators And Other Consumer Information Items
AlcoholicBeveragesAtHome,Alcoholic Beverages At Home
BeerAleAndOtherMaltBeveragesAtHome,Beer Ale And Other Malt Beverages At Home
DistilledSpiritsAtHome,Distilled Spirits At Home
WhiskeyAtHome,Whiskey At Home
DistilledSpiritsExcludingWhiskeyAtHome,Distilled Spirits Excluding Whiskey At Home
WineAtHome,Wine At Home
AlcoholicBeveragesAwayFromHome,Alcoholic Beverages Away From Home
BeerAleAndOtherMaltBeveragesAwayFromHome,Beer Ale And Other Malt Beverages Away From Home
WineAwayFromHome,Wine Away From Home
DistilledSpiritsAwayFromHome,Distilled Spirits Away From Home
OtherGoods,Other Goods
TobaccoProductsOtherThanCigarettes,Tobacco Products Other Than Cigarettes
PersonalCareProducts,Personal Care Products
HairDentalShavingAndMiscellaneousPersonalCareProducts,Hair Dental Shaving And Miscellaneous Personal Care Products
CosmeticsPerfumeBathNailPreparationsAndImplements,Cosmetics Perfume Bath Nail Preparations And Implements
MiscellaneousPersonalGoods,Miscellaneous Personal Goods
StationeryStationerySuppliesGiftWrap,Stationery Stationery Supplies Gift Wrap
InfantsEquipment,Infants Equipment
RentOfShelter,Rent Of Shelter
LodgingAwayFromHome,Lodging Away From Home
HousingAtSchoolExcludingBoard,Housing At School Excluding Board
OtherLodgingAwayFromHomeIncludingHotelsAndMotels,Other Lodging Away From Home Including Hotels And Motels
OwnersEquivalentRentOfPrimaryResidence,Owners Equivalent Rent Of Primary Residence
TenantsAndHouseholdInsurance,Tenants And Household Insurance
WaterAndSewerAndTrashCollectionServices,Water And Sewer And Trash Collection Services
WaterAndSewerageMaintenance,Water And Sewerage Maintenance
GarbageAndTrashCollection,Garbage And Trash Collection
HouseholdOperations,Household Operations
DomesticServices,Domestic Services
GardeningAndLawncareServices,Gardening And Lawncare Services
MovingStorageFreightExpense,Moving Storage Freight Expense
RepairOfHouseholdItems,Repair Of Household Items
ProfessionalServices,Professional Services
DentalServices,Dental Services
EyeglassesAndEyeCare,Eyeglasses And Eye Care
ServicesByOtherMedicalProfessionals,Services By Other Medical Professionals
HospitalAndRelatedServices,Hospital And Related Services
InpatientHospitalServices,Inpatient Hospital Services
OutpatientHospitalServices,Outpatient Hospital Services
NursingHomesAndAdultDayServices,Nursing Homes And Adult Day Services
CareOfInvalidsAndElderlyAtHome,Care Of Invalids And Elderly At Home
HealthInsurance,Health Insurance
LeasedCarsAndTrucks,Leased Cars And Trucks
CarAndTruckRental,Car And Truck Rental
MotorVehicleBodyWork,Motor Vehicle Body Work
MotorVehicleMaintenanceAndServicing,Motor Vehicle Maintenance And Servicing
MotorVehicleRepair,Motor Vehicle Repair
MotorVehicleFees,Motor Vehicle Fees
StateMotorVehicleRegistrationAndLicenseFees,State Motor Vehicle Registration And License Fees
ParkingAndOtherFees,Parking And Other Fees
ParkingFeesAndTolls,Parking Fees And Tolls
AutomobileServiceClubs,Automobile Service Clubs
PublicTransportation,Public Transportation
OtherIntercityTransportation,Other Intercity Transportation
IntercityBusFare,Intercity Bus Fare
IntercityTrainFare,Intercity Train Fare
ShipFare,Ship Fare
IntracityTransportation,Intracity Transportation
IntracityMassTransit,Intracity Mass Transit
RecreationServices,Recreation Services
VideoAndAudioServices,Video And Audio Services
CableAndSatelliteTelevisionAndRadioService,Cable And Satellite Television And Radio Service
VideoDiscsAndOtherMediaIncludingRentalOfVideoAndAudio,Video Discs And Other Media Including Rental Of Video And Audio
VideoDiscsAndOtherMedia,Video Discs And Other Media
RentalOfVideoOrAudioDiscsAndOtherMedia,Rental Of Video Or Audio Discs And Other Media
PetServicesIncludingVeterinary,Pet Services Including Veterinary
PetServices,Pet Services
VeterinarianServices,Veterinarian Services
PhotographersAndFilmProcessing,Photographers And Film Processing
PhotographerFees,Photographer Fees
FilmProcessing,Film Processing
OtherRecreationServices,Other Recreation Services
ClubDuesAndFeesForParticipantSportsAndGroupExercises,Club Dues And Fees For Participant Sports And Group Exercises
Admissions,Admissions
AdmissionToMoviesTheatersAndConcerts,Admission To Movies Theaters And Concerts
AdmissionToSportingEvents,Admission To Sporting Events
FeesForLessonsOrInstructions,Fees For Lessons Or Instructions
EducationAndCommunicationServices,Education And Communication Services
TuitionOtherSchoolFeesAndChildcare,Tuition Other School Fees And Childcare
CollegeTuitionAndFees,College Tuition And Fees
ElementaryAndHighSchoolTuitionAndFees,Elementary And High School Tuition And Fees
ChildCareAndNurserySchool,Child Care And Nursery School
TechnicalAndBusinessSchoolTuitionAndFees,Technical And Business School Tuition And Fees
PostageAndDeliveryServices,Postage And Delivery Services
Postage,Postage
DeliveryServices,Delivery Services
TelephoneServices,Telephone Services
WirelessTelephoneServices,Wireless Telephone Services
LandlineTelephoneServices,Landline Telephone Services
InternetServicesAndElectronicInformationProviders,Internet Services And Electronic Information Providers
OtherPersonalServices,Other Personal Services
PersonalCareServices,Personal Care Services
HaircutsAndOtherPersonalCareServices,Haircuts And Other Personal Care Services
MiscellaneousPersonalServices,Miscellaneous Personal Services
LegalServices,Legal Services
FuneralExpenses,Funeral Expenses
LaundryAndDryCleaningServices,Laundry And Dry Cleaning Services
ApparelServicesOtherThanLaundryAndDryCleaning,Apparel Services Other Than Laundry And Dry Cleaning
FinancialServices,Financial Services
CheckingAccountAndOtherBankServices,Checking Account And Other Bank Services
TaxReturnPreparationAndOtherAccountingFees,Tax Return Preparation And Other Accounting Fees
AllItemsExceptFood,All Items Except Food
AllItemsExceptShelter,All Items Except Shelter
AllItemsExceptFoodAndShelter,All Items Except Food And Shelter
AllItemsExceptFoodShelterAndEnergy,All Items Except Food Shelter And Energy
AllItemsExceptFoodShelterEnergyAndUsedCarsAndTrucks,All Items Except Food Shelter Energy And Used Cars And Trucks
AllItemsExceptMedicalCare,All Items Except Medical Care
AllItemsExceptEnergy,All Items Except Energy
Commodities,Commodities
CommoditiesExceptFoodEnergyAndUsedCarsAndTrucks,Commodities Except Food Energy And Used Cars And Trucks
CommoditiesExceptFood,Commodities Except Food
CommoditiesExceptFoodAndBeverages,Commodities Except Food And Beverages
Services,Services
ServicesExceptRentOfShelter,Services Except Rent Of Shelter
ServicesExceptMedicalCareServices,Services Except Medical Care Services
Durables,Durables
Nondurables,Nondurables
NondurablesExceptFood,Nondurables Except Food
NondurablesExceptFoodAndBeverages,Nondurables Except Food And Beverages
NondurablesExceptFoodBeveragesAndApparel,Nondurables Except Food Beverages And Apparel
NondurablesExceptFoodAndApparel,Nondurables Except Food And Apparel
Housing,Housing
EducationAndCommunication,Education And Communication
Education,Education
Communication,Communication
InformationAndInformationProcessing,Information And Information Processing
InformationTechnologyHardwareAndServices,Information Technology Hardware And Services
Recreation,Recreation
VideoAndAudio,Video And Audio
PetsPetProductsAndServices,Pets Pet Products And Services
Photography,Photography
FoodAndBeverages,Food And Beverages
DomesticallyProducedFarmFood,Domestically Produced Farm Food
OtherServices,Other Services
ApparelExceptFootwear,Apparel Except Footwear
FuelsAndUtilities,Fuels And Utilities
HouseholdEnergy,Household Energy
MedicalCare,Medical Care
PrivateTransportation,Private Transportation
NewAndUsedMotorVehicles,New And Used Motor Vehicles
UtilitiesAndPublicTransportation,Utilities And Public Transportation
HouseholdFurnishingsAndOperations,Household Furnishings And Operations
OtherGoodsAndServices,Other Goods And Services
